CNAME,LENGTH,WEIGHT
Rainbow Trout,54,0
Rainbow Trout,55,0
Rainbow Trout,69,0
Rainbow Trout,51,0
Rainbow Trout,52,0
Rainbow Trout,52,0
Rainbow Trout,55,0
Rainbow Trout,48,0
Rainbow Trout,45,0
Rainbow Trout,54,0
Rainbow Trout,52,0
Rainbow Trout,47,0
Rainbow Trout,45,0
Rainbow Trout,48,0
Rainbow Trout,50,0
Rainbow Trout,52,0
Rainbow Trout,63,0
Rainbow Trout,65,0
Rainbow Trout,43,0
Rainbow Trout,57,0
Rainbow Trout,56,0
Rainbow Trout,55,0
Rainbow Trout,42,0
Rainbow Trout,48,0
Rainbow Trout,43,0
Rainbow Trout,48,0
Rainbow Trout,50,0
Rainbow Trout,58,0
Rainbow Trout,55,0
Rainbow Trout,50,0
Rainbow Trout,47,0
Rainbow Trout,54,0
Rainbow Trout,47,0
Rainbow Trout,53,0
Rainbow Trout,45,0
Rainbow Trout,59,0
Rainbow Trout,46,0
Rainbow Trout,46,0
Rainbow Trout,54,0
Rainbow Trout,31,0
Rainbow Trout,154,0
Rainbow Trout,145,0
Rainbow Trout,125,0
Rainbow Trout,151,0
Rainbow Trout,123,0
Rainbow Trout,128,0
Rainbow Trout,161,0
Rainbow Trout,146,0
Rainbow Trout,144,0
Rainbow Trout,93,0
Rainbow Trout,99,0
Rainbow Trout,131,0
Rainbow Trout,96,0
Rainbow Trout,145,0
Rainbow Trout,146,0
Rainbow Trout,145,0
Rainbow Trout,163,0
Rainbow Trout,140,0
Rainbow Trout,138,0
Rainbow Trout,47,0
Rainbow Trout,145,0
Rainbow Trout,116,0
Rainbow Trout,150,0
Rainbow Trout,150,0
Rainbow Trout,143,0
Rainbow Trout,122,0
Rainbow Trout,60,0
Rainbow Trout,132,0
Rainbow Trout,127,0
Rainbow Trout,133,0
Rainbow Trout,135,0
Rainbow Trout,146,0
Rainbow Trout,52,0
Rainbow Trout,100,0
Rainbow Trout,101,0
Rainbow Trout,120,0
Rainbow Trout,101,0
Rainbow Trout,99,0
Rainbow Trout,53,0
Rainbow Trout,52,0
Rainbow Trout,140,32.5
Rainbow Trout,106,13.5
Rainbow Trout,139,28
Rainbow Trout,153,40
Rainbow Trout,138,33
Rainbow Trout,140,29
Rainbow Trout,109,12.5
Rainbow Trout,135,27
Rainbow Trout,150,38.5
Rainbow Trout,60,2.5
Rainbow Trout,56,2
Rainbow Trout,61,3
Rainbow Trout,64,3
Rainbow Trout,43,1
Rainbow Trout,36,0.5
Rainbow Trout,64,0
Rainbow Trout,52,0
Rainbow Trout,51,0
Rainbow Trout,125,0
Rainbow Trout,116,0
Rainbow Trout,131,0
Rainbow Trout,54,0
Rainbow Trout,62,0
Rainbow Trout,95,0
Rainbow Trout,132,0
Rainbow Trout,120,0
Rainbow Trout,107,0
Rainbow Trout,94,0
Rainbow Trout,124,0
Rainbow Trout,60,0
Rainbow Trout,45,0
Rainbow Trout,110,0
Rainbow Trout,118,0
Rainbow Trout,42,0
Rainbow Trout,110,0
Rainbow Trout,86,0
Rainbow Trout,116,0
Rainbow Trout,100,0
Rainbow Trout,97,0
Rainbow Trout,95,0
Rainbow Trout,43,0
Rainbow Trout,91,0
Rainbow Trout,95,0
Rainbow Trout,60,0
Rainbow Trout,64,0
Rainbow Trout,91,0
Rainbow Trout,55,0
Rainbow Trout,101,0
Rainbow Trout,58,0
Rainbow Trout,100,0
Rainbow Trout,89,0
Rainbow Trout,98,0
Rainbow Trout,68,0
Rainbow Trout,54,0
Rainbow Trout,60,0
Rainbow Trout,57,0
Rainbow Trout,47,0
Rainbow Trout,64,0
Rainbow Trout,55,0
Rainbow Trout,47,0
Rainbow Trout,47,0
Rainbow Trout,55,0
Rainbow Trout,52,0
Rainbow Trout,43,0
Rainbow Trout,56,0
Rainbow Trout,56,0
Rainbow Trout,63,0
Rainbow Trout,48,0
Rainbow Trout,46,0
Rainbow Trout,52,0
Rainbow Trout,60,0
Rainbow Trout,56,0
Rainbow Trout,48,0
Rainbow Trout,58,0
Rainbow Trout,54,0
Rainbow Trout,51,0
Rainbow Trout,52,0
Rainbow Trout,41,0
Rainbow Trout,34,0
Rainbow Trout,52,0
Rainbow Trout,128,0
Rainbow Trout,133,0
Rainbow Trout,171,0
Rainbow Trout,131,0
Rainbow Trout,99,0
Rainbow Trout,98,0
Rainbow Trout,100,0
Rainbow Trout,121,0
Rainbow Trout,105,0
Rainbow Trout,58,0
Rainbow Trout,45,0
Rainbow Trout,64,0
Rainbow Trout,110,0
Rainbow Trout,61,0
Rainbow Trout,76,0
Rainbow Trout,103,0
Rainbow Trout,58,0
Rainbow Trout,48,0
Rainbow Trout,47,0
Rainbow Trout,80,0
Rainbow Trout,104,0
Rainbow Trout,109,0
Rainbow Trout,122,0
Rainbow Trout,68,0
Rainbow Trout,58,0
Rainbow Trout,97,0
Rainbow Trout,93,0
Rainbow Trout,53,0
Rainbow Trout,48,0
Rainbow Trout,50,0
Rainbow Trout,56,0
Rainbow Trout,60,0
Rainbow Trout,67,0
Rainbow Trout,47,0
Rainbow Trout,49,0
Rainbow Trout,50,0
Rainbow Trout,50,0
Rainbow Trout,47,0
Rainbow Trout,64,0
Rainbow Trout,160,42.5
Rainbow Trout,160,42.5
Rainbow Trout,77,4.5
Rainbow Trout,90,7.9
Rainbow Trout,90,8.1
Rainbow Trout,97,10
Rainbow Trout,132,24.5
Rainbow Trout,182,70
Rainbow Trout,200,85
Rainbow Trout,164,45
Rainbow Trout,150,34.5
Rainbow Trout,181,55
Rainbow Trout,84,8
Rainbow Trout,177,65
Rainbow Trout,160,41.5
Rainbow Trout,90,7.7
Rainbow Trout,152,39.5
Rainbow Trout,135,27
Rainbow Trout,93,8
Rainbow Trout,186,70
Rainbow Trout,146,33
Rainbow Trout,92,9
Rainbow Trout,80,6.1
Rainbow Trout,97,10
Rainbow Trout,93,9.2
Rainbow Trout,90,8.6
Rainbow Trout,184,0
Rainbow Trout,140,0
Rainbow Trout,180,0
Rainbow Trout,102,0
Rainbow Trout,139,0
Rainbow Trout,145,0
Rainbow Trout,159,0
Rainbow Trout,146,0
Rainbow Trout,149,0
Rainbow Trout,87,0
Rainbow Trout,85,0
Rainbow Trout,170,0
Rainbow Trout,94,0
Rainbow Trout,209,0
Rainbow Trout,162,0
Rainbow Trout,150,0
Rainbow Trout,90,0
Rainbow Trout,130,0
Rainbow Trout,137,0
Rainbow Trout,86,0
Rainbow Trout,86,0
Rainbow Trout,86,0
Rainbow Trout,96,0
Rainbow Trout,161,0
Rainbow Trout,165,0
Rainbow Trout,130,0
Rainbow Trout,156,0
Rainbow Trout,92,0
Rainbow Trout,88,0
Rainbow Trout,89,0
Rainbow Trout,172,0
Rainbow Trout,88,0
Rainbow Trout,86,0
Sacramento Pikeminnow,100,9.2
Sacramento Pikeminnow,137,22.5
Sacramento Pikeminnow,88,6.4
Sacramento Pikeminnow,104,10.5
Sacramento Pikeminnow,112,13.5
Sacramento Pikeminnow,113,13.5
Sacramento Pikeminnow,90,7.6
Sacramento Pikeminnow,110,12.5
Sacramento Pikeminnow,100,9.4
Sacramento Pikeminnow,86,6
Sacramento Pikeminnow,82,5
Sacramento Pikeminnow,90,7
Sacramento Sucker,162,55
Sacramento Sucker,122,22.5
Sacramento Sucker,171,60
Sacramento Sucker,145,34.5
Sacramento Sucker,166,55
Sacramento Sucker,112,22
Sacramento Sucker,151,43.5
Sacramento Sucker,117,20
Sacramento Sucker,147,40.5
Sacramento Sucker,166,55
Sacramento Sucker,218,130
Sacramento Sucker,140,31.5
Sacramento Sucker,72,5.5
Sacramento Sucker,141,32
Sacramento Sucker,84,8.2
Sacramento Sucker,187,70
Sacramento Sucker,120,23
Sacramento Sucker,127,29
Sacramento Sucker,125,28.5
Sacramento Sucker,160,45
Sacramento Sucker,142,32.5
Sacramento Sucker,128,25
Sacramento Sucker,170,60
Sacramento Sucker,129,26
Sacramento Sucker,108,16.5
Sacramento Sucker,71,5.4
Sacramento Sucker,131,26.5
Sacramento Sucker,107,15
Sacramento Sucker,135,30.5
Sacramento Sucker,85,8.2
Sacramento Sucker,140,31.5
Sacramento Sucker,120,22
Sacramento Sucker,286,290
Sacramento Sucker,192,85
Sacramento Sucker,295,270
Sacramento Sucker,127,25.5
Sacramento Sucker,202,105
Sacramento Sucker,220,135
Sacramento Sucker,194,95
Sacramento Sucker,159,55
Sacramento Sucker,142,33.5
Sacramento Sucker,55,2.2
Sacramento Sucker,129,28
Sacramento Sucker,138,30.5
Sacramento Sucker,174,65
Sacramento Sucker,122,22.5
Sacramento Sucker,116,20.5
Sacramento Sucker,60,3
Sacramento Sucker,160,50
Sacramento Sucker,116,20.5
Sacramento Sucker,115,0
Sacramento Sucker,276,0
Sacramento Sucker,224,0
Sacramento Sucker,50,0
Sacramento Sucker,163,0
Sacramento Sucker,179,0
Sacramento Sucker,184,0
Sacramento Sucker,60,0
Sacramento Sucker,47,0
Sacramento Sucker,70,0
Sacramento Sucker,138,0
Sacramento Sucker,58,0
Sacramento Sucker,115,0
Sacramento Sucker,130,0
Sacramento Sucker,161,0
Sacramento Sucker,108,0
Sacramento Sucker,125,0
Sacramento Sucker,74,0
Sacramento Sucker,143,0
Sacramento Sucker,104,0
Sacramento Sucker,70,0
Sacramento Sucker,159,0
Sacramento Sucker,136,0
Sacramento Sucker,62,0
Sacramento Sucker,65,0
Sacramento Sucker,53,0
Sacramento Sucker,85,0
Sacramento Sucker,55,0
Sacramento Sucker,83,0
Sacramento Sucker,79,0
Sacramento Sucker,55,0
Sacramento Sucker,40,0
Sacramento Sucker,41,0
Sacramento Sucker,45,0
Rainbow Trout,80,0
Rainbow Trout,88,0
Rainbow Trout,95,0
Rainbow Trout,90,0
Rainbow Trout,86,0
Rainbow Trout,84,0
Rainbow Trout,93,0
Rainbow Trout,93,0
Rainbow Trout,85,0
Rainbow Trout,98,0
Rainbow Trout,80,0
Rainbow Trout,90,0
Rainbow Trout,79,0
Sacramento Sucker,186,0
Sacramento Sucker,290,0
Sacramento Sucker,224,0
Sacramento Sucker,158,0
Sacramento Sucker,219,0
Sacramento Sucker,192,0
Sacramento Sucker,191,0
Sacramento Sucker,167,0
Sacramento Sucker,165,0
Sacramento Sucker,132,0
Sacramento Sucker,118,0
Sacramento Sucker,160,0
Sacramento Sucker,128,0
Sacramento Sucker,120,0
Sacramento Sucker,134,0
Sacramento Sucker,217,0
Sacramento Sucker,160,0
Sacramento Sucker,180,0
Sacramento Sucker,182,0
Sacramento Sucker,149,0
Sacramento Sucker,183,0
Sacramento Sucker,137,0
Sacramento Sucker,160,0
Sacramento Sucker,142,0
Sacramento Sucker,155,0
Sacramento Sucker,113,0
Sacramento Sucker,127,0
Sacramento Sucker,169,0
Sacramento Sucker,168,0
Sacramento Sucker,165,0
Sacramento Sucker,134,0
Sacramento Sucker,133,0
Sacramento Sucker,135,0
Sacramento Sucker,128,0
Sacramento Sucker,125,0
Sacramento Sucker,172,0
Sacramento Sucker,136,0
Sacramento Sucker,80,0
Sacramento Sucker,75,0
Sacramento Sucker,54,0
Sacramento Sucker,122,0
Sacramento Sucker,110,0
Sacramento Sucker,125,0
Sacramento Sucker,64,0
Sacramento Sucker,137,0
Sacramento Sucker,54,0
Rainbow Trout,160,40
Rainbow Trout,179,44
Rainbow Trout,137,26.5
Rainbow Trout,82,6
Rainbow Trout,96,9.7
Rainbow Trout,146,30.5
Rainbow Trout,154,35
Rainbow Trout,81,5.9
Rainbow Trout,78,5
Rainbow Trout,85,6.9
Rainbow Trout,76,5.4
Rainbow Trout,147,32
Rainbow Trout,145,31
Rainbow Trout,190,80
Rainbow Trout,93,9.1
Rainbow Trout,83,6.1
Rainbow Trout,101,10.5
Rainbow Trout,161,45
Rainbow Trout,98,11
Rainbow Trout,91,8.5
Rainbow Trout,97,9.1
Rainbow Trout,134,26.5
Rainbow Trout,138,29
Rainbow Trout,84,6.6
Rainbow Trout,377,530
Sacramento Pikeminnow,128,18
Sacramento Pikeminnow,94,7.5
Sacramento Pikeminnow,113,13.5
Sacramento Pikeminnow,95,8.1
Brook Trout,156,0
Brook Trout,155,0
Brook Trout,143,0
Brook Trout,147,0
Brook Trout,146,0
Brook Trout,128,0
Brook Trout,90,0
Brook Trout,85,0
Brook Trout,82,0
Brook Trout,93,0
Brook Trout,75,0
Brook Trout,80,0
Brook Trout,90,0
Brook Trout,88,0
Brook Trout,84,0
Brook Trout,101,0
Brook Trout,86,0
Brook Trout,80,0
Brook Trout,81,0
Brook Trout,79,0
Brook Trout,73,0
Brook Trout,65,0
Brook Trout,161,0
Brook Trout,171,0
Brook Trout,122,0
Brook Trout,158,0
Brook Trout,149,0
Brook Trout,129,0
Brook Trout,135,0
Brook Trout,142,0
Brook Trout,129,0
Brook Trout,112,0
Brook Trout,81,0
Brook Trout,69,0
Brook Trout,75,0
Brook Trout,62,0
Brook Trout,80,0
Brook Trout,72,0
Brook Trout,67,0
Brook Trout,62,0
Brook Trout,70,0
Brook Trout,74,0
Rainbow Trout,55,0
Rainbow Trout,139,0
Rainbow Trout,142,0
Rainbow Trout,113,0
Rainbow Trout,104,0
Rainbow Trout,141,0
Rainbow Trout,160,0
Rainbow Trout,97,0
Rainbow Trout,170,0
Rainbow Trout,185,0
Rainbow Trout,143,0
Rainbow Trout,144,0
Rainbow Trout,182,0
Rainbow Trout,103,0
Rainbow Trout,142,0
Rainbow Trout,137,0
Rainbow Trout,136,0
Rainbow Trout,124,0
Rainbow Trout,135,0
Rainbow Trout,58,0
Rainbow Trout,63,0
Rainbow Trout,64,0
Rainbow Trout,60,0
Rainbow Trout,67,0
Rainbow Trout,54,0
Rainbow Trout,62,0
Rainbow Trout,97,0
Rainbow Trout,113,0
Rainbow Trout,61,0
Rainbow Trout,105,0
Rainbow Trout,48,0
Rainbow Trout,58,0
Rainbow Trout,100,0
Rainbow Trout,57,0
Rainbow Trout,150,0
Rainbow Trout,146,0
Rainbow Trout,117,0
Rainbow Trout,116,0
Rainbow Trout,108,0
Rainbow Trout,139,0
Rainbow Trout,65,0
Rainbow Trout,63,0
Rainbow Trout,155,0
Rainbow Trout,58,0
Rainbow Trout,60,0
Rainbow Trout,62,0
Rainbow Trout,57,0
Rainbow Trout,52,0
Rainbow Trout,55,0
Rainbow Trout,54,0
Rainbow Trout,67,0
Rainbow Trout,75,0
Rainbow Trout,59,0
Rainbow Trout,58,0
Rainbow Trout,60,0
Rainbow Trout,60,0
Rainbow Trout,63,0
Rainbow Trout,55,0
Rainbow Trout,58,0
Rainbow Trout,55,0
Rainbow Trout,54,0
Rainbow Trout,50,0
Rainbow Trout,57,0
Rainbow Trout,59,0
Rainbow Trout,60,0
Rainbow Trout,106,0
Rainbow Trout,113,0
Rainbow Trout,64,0
Rainbow Trout,55,0
Rainbow Trout,60,0
Brown Trout,248,170
Brown Trout,197,85
Brown Trout,226,140
Brown Trout,157,52
Brown Trout,132,27
Brown Trout,159,47
Brown Trout,143,35
Brown Trout,135,28.5
Brown Trout,76,5.5
Brown Trout,81,6.1
Brown Trout,80,5.6
Brown Trout,79,4.4
Brown Trout,70,3.5
Brown Trout,122,21.5
Brown Trout,221,135
Brown Trout,85,8.4
Brown Trout,73,3.6
Brown Trout,146,35
Brown Trout,78,4.5
Brook Trout,137,30.5
Brook Trout,84,7
Brook Trout,87,7.6
Brook Trout,149,35.5
Brook Trout,66,2.4
Brook Trout,87,6.6
Brook Trout,82,6.4
Brook Trout,73,4
Brook Trout,79,4.7
Brook Trout,87,6.4
Brown Trout,83,7.8
Rainbow Trout,166,60
Rainbow Trout,159,50
Rainbow Trout,155,40
Rainbow Trout,118,19.5
Rainbow Trout,140,33.5
Rainbow Trout,131,25
Rainbow Trout,90,8.4
Rainbow Trout,141,38
Rainbow Trout,110,14.5
Rainbow Trout,118,19.5
Rainbow Trout,108,13
Rainbow Trout,104,12
Rainbow Trout,95,9.6
Rainbow Trout,99,10.5
Rainbow Trout,85,6.5
Rainbow Trout,98,10
Rainbow Trout,87,10
Rainbow Trout,64,3
Rainbow Trout,80,5.2
Rainbow Trout,72,3.2
Rainbow Trout,60,1.5
Rainbow Trout,53,1.2
Rainbow Trout,67,3.4
Rainbow Trout,61,2.5
Rainbow Trout,60,2
Rainbow Trout,63,2.5
Rainbow Trout,61,2
Rainbow Trout,56,1.5
Rainbow Trout,58,2
Rainbow Trout,123,22
Rainbow Trout,137,31
Rainbow Trout,150,38
Rainbow Trout,147,38
Rainbow Trout,177,65
Rainbow Trout,138,29.5
Rainbow Trout,166,55
Rainbow Trout,142,33.5
Rainbow Trout,114,16.5
Rainbow Trout,111,15.5
Rainbow Trout,114,17
Rainbow Trout,100,11.5
Rainbow Trout,57,0
Rainbow Trout,51,0
Rainbow Trout,190,0
Rainbow Trout,149,0
Rainbow Trout,103,0
Rainbow Trout,178,0
Rainbow Trout,81,0
Rainbow Trout,57,0
Rainbow Trout,60,0
Rainbow Trout,53,0
Rainbow Trout,60,0
Rainbow Trout,63,0
Rainbow Trout,55,0
Rainbow Trout,58,0
Rainbow Trout,55,0
Rainbow Trout,60,0
Rainbow Trout,61,0
Rainbow Trout,50,0
Rainbow Trout,53,0
Rainbow Trout,111,0
Rainbow Trout,62,0
Rainbow Trout,61,0
Rainbow Trout,97,0
Brown Trout,201,97
Brown Trout,196,80
Brown Trout,183,65
Brown Trout,143,33.5
Brown Trout,84,5.9
Brown Trout,80,5.9
Brook Trout,156,37
Brook Trout,158,39.5
Brook Trout,73,4
Brook Trout,84,5.5
Rainbow Trout,144,33.5
Rainbow Trout,138,32
Rainbow Trout,90,9.9
Rainbow Trout,68,4.1
Rainbow Trout,56,2
Rainbow Trout,174,60
Rainbow Trout,175,60
Rainbow Trout,173,55
Rainbow Trout,185,75
Rainbow Trout,174,55
Rainbow Trout,70,4.2
Rainbow Trout,68,4.5
Rainbow Trout,73,5
Rainbow Trout,77,5.9
Rainbow Trout,70,4.6
Rainbow Trout,84,7.4
Rainbow Trout,69,4.3
Rainbow Trout,75,5.4
Rainbow Trout,72,5.3
Rainbow Trout,86,9.4
Rainbow Trout,131,25.5
Rainbow Trout,173,55
Rainbow Trout,152,44.5
Rainbow Trout,129,24
Rainbow Trout,127,24.5
Rainbow Trout,128,19.5
Rainbow Trout,125,21.5
Rainbow Trout,68,3.9
Rainbow Trout,58,3
Rainbow Trout,138,28.5
Rainbow Trout,160,55
Rainbow Trout,195,90
Rainbow Trout,155,44.5
Rainbow Trout,179,65
Rainbow Trout,156,50
Rainbow Trout,174,55
Rainbow Trout,176,65
Rainbow Trout,121,21.5
Rainbow Trout,148,35
Rainbow Trout,130,27.5
Rainbow Trout,148,35.5
Rainbow Trout,121,20
Rainbow Trout,117,19
Rainbow Trout,121,20
Rainbow Trout,140,0
Rainbow Trout,136,0
Rainbow Trout,122,0
Rainbow Trout,85,0
Rainbow Trout,118,0
Rainbow Trout,77,0
Rainbow Trout,59,0
Rainbow Trout,108,0
Rainbow Trout,147,0
Rainbow Trout,109,0
Rainbow Trout,84,0
Rainbow Trout,66,0
Rainbow Trout,90,0
Rainbow Trout,124,0
Rainbow Trout,85,0
Rainbow Trout,181,70
Rainbow Trout,194,80
Rainbow Trout,164,50
Rainbow Trout,209,95
Rainbow Trout,185,75
Rainbow Trout,185,70
Rainbow Trout,178,55
Rainbow Trout,145,40
Rainbow Trout,171,65
Rainbow Trout,145,34.5
Rainbow Trout,161,50
Rainbow Trout,161,45
Rainbow Trout,160,50
Rainbow Trout,137,32.5
Rainbow Trout,130,29
Rainbow Trout,137,32
Rainbow Trout,141,35
Rainbow Trout,133,28
Rainbow Trout,135,28
Rainbow Trout,127,24
Rainbow Trout,127,0
Rainbow Trout,80,0
Rainbow Trout,125,0
Rainbow Trout,108,0
Rainbow Trout,74,0
Rainbow Trout,75,0
Rainbow Trout,66,0
Rainbow Trout,82,0
Rainbow Trout,62,0
Rainbow Trout,83,0
Rainbow Trout,65,0
Rainbow Trout,77,0
Rainbow Trout,67,0
Rainbow Trout,123,0
Rainbow Trout,83,0
Rainbow Trout,83,0
Rainbow Trout,61,0
Rainbow Trout,59,0
Rainbow Trout,53,0
Rainbow Trout,70,0
Rainbow Trout,112,0
Rainbow Trout,130,0
Rainbow Trout,125,0
Rainbow Trout,101,0
Rainbow Trout,104,0
Rainbow Trout,120,0
Rainbow Trout,60,0
Rainbow Trout,77,0
Rainbow Trout,83,0
Rainbow Trout,134,0
Rainbow Trout,57,0
Rainbow Trout,75,0
Rainbow Trout,75,0
Rainbow Trout,73,0
Rainbow Trout,70,0
Rainbow Trout,75,0
Rainbow Trout,64,0
Rainbow Trout,77,0
Rainbow Trout,63,0
Rainbow Trout,97,0
Rainbow Trout,94,0
Rainbow Trout,52,0
Rainbow Trout,113,0
Rainbow Trout,134,0
Rainbow Trout,145,0
Rainbow Trout,80,0
Rainbow Trout,122,0
Rainbow Trout,83,0
Rainbow Trout,137,0
Rainbow Trout,185,0
Rainbow Trout,146,0
Rainbow Trout,127,0
Rainbow Trout,95,0
Rainbow Trout,112,0
Rainbow Trout,74,0
Rainbow Trout,66,0
Rainbow Trout,159,0
Rainbow Trout,176,0
Rainbow Trout,138,0
Rainbow Trout,126,0
Rainbow Trout,79,0
Rainbow Trout,126,0
Rainbow Trout,159,0
Rainbow Trout,116,0
Rainbow Trout,125,0
Rainbow Trout,108,0
Rainbow Trout,125,0
Rainbow Trout,81,0
Rainbow Trout,85,0
Rainbow Trout,75,0
Rainbow Trout,140,0
Rainbow Trout,119,0
Rainbow Trout,124,0
Rainbow Trout,137,0
Rainbow Trout,112,0
Rainbow Trout,82,0
Rainbow Trout,92,0
Rainbow Trout,112,0
Rainbow Trout,68,0
Rainbow Trout,72,0
Rainbow Trout,76,0
Rainbow Trout,65,0
Rainbow Trout,74,0
Rainbow Trout,64,0
Rainbow Trout,80,0
Rainbow Trout,58,0
Rainbow Trout,75,0
Rainbow Trout,77,0
Rainbow Trout,73,0
Rainbow Trout,90,0
Rainbow Trout,64,0
Rainbow Trout,67,0
Rainbow Trout,71,0
Rainbow Trout,60,0
Rainbow Trout,75,0
Rainbow Trout,132,0
Rainbow Trout,101,0
Rainbow Trout,132,0
Rainbow Trout,200,0
Rainbow Trout,121,0
Rainbow Trout,135,0
Rainbow Trout,119,0
Rainbow Trout,128,0
Rainbow Trout,120,0
Rainbow Trout,129,0
Rainbow Trout,162,0
Rainbow Trout,119,0
Rainbow Trout,135,0
Rainbow Trout,108,0
Rainbow Trout,103,0
Rainbow Trout,126,0
Rainbow Trout,122,0
Rainbow Trout,89,0
Rainbow Trout,88,0
Rainbow Trout,77,0
Rainbow Trout,70,0
Rainbow Trout,71,0
Rainbow Trout,71,0
Rainbow Trout,87,0
Rainbow Trout,102,0
Rainbow Trout,66,0
Rainbow Trout,72,0
Rainbow Trout,77,0
Rainbow Trout,85,0
Rainbow Trout,51,0
Cutthroat Trout,170,60
Cutthroat Trout,86,6
Cutthroat Trout,254,175
Cutthroat Trout,127,22.5
Cutthroat Trout,249,172
Cutthroat Trout,145,29
Cutthroat Trout,48,1
Cutthroat Trout,103,11
Cutthroat Trout,193,88
Cutthroat Trout,168,50
Cutthroat Trout,84,6
Cutthroat Trout,91,8
Cutthroat Trout,152,36
Cutthroat Trout,188,74
Cutthroat Trout,132,28
Cutthroat Trout,221,122
Cutthroat Trout,45,1
Cutthroat Trout,104,11
Cutthroat Trout,155,35.5
Cutthroat Trout,210,107
Cutthroat Trout,41,1
Cutthroat Trout,125,25
Cutthroat Trout,222,124
Cutthroat Trout,145,35
Cutthroat Trout,165,46
Cutthroat Trout,155,47
Cutthroat Trout,152,38
Cutthroat Trout,243,153
Cutthroat Trout,187,74
Cutthroat Trout,142,26
Cutthroat Trout,142,31
Cutthroat Trout,131,29
Cutthroat Trout,141,29
Cutthroat Trout,131,24.5
Cutthroat Trout,124,23
Cutthroat Trout,92,7
Cutthroat Trout,85,7
Cutthroat Trout,111,15
Cutthroat Trout,84,6
Cutthroat Trout,83,6
Cutthroat Trout,44,1
Cutthroat Trout,48,1
Cutthroat Trout,134,28
Cutthroat Trout,50,1
Cutthroat Trout,122,19
Cutthroat Trout,120,18
Cutthroat Trout,98,9.5
Cutthroat Trout,110,14
Cutthroat Trout,114,17.5
Cutthroat Trout,101,11.5
Cutthroat Trout,87,6.5
Cutthroat Trout,119,20
Cutthroat Trout,119,17
Cutthroat Trout,85,6
Cutthroat Trout,47,1
Cutthroat Trout,95,8.5
Cutthroat Trout,102,11
Cutthroat Trout,86,7
Cutthroat Trout,111,15
Cutthroat Trout,112,14
Cutthroat Trout,105,11.5
Cutthroat Trout,123,20
Cutthroat Trout,85,6
Cutthroat Trout,120,18.5
Cutthroat Trout,100,10
Cutthroat Trout,101,10
Cutthroat Trout,118,16.5
Cutthroat Trout,128,22
Cutthroat Trout,129,21.5
Cutthroat Trout,83,5
Cutthroat Trout,78,5.5
Cutthroat Trout,95,9
Cutthroat Trout,85,6.5
Cutthroat Trout,88,6.5
Cutthroat Trout,141,29.5
Cutthroat Trout,121,18
Cutthroat Trout,84,6
Cutthroat Trout,91,8.5
Cutthroat Trout,47,1
Cutthroat Trout,87,6.5
Cutthroat Trout,98,10
Cutthroat Trout,90,8.5
Cutthroat Trout,45,1
Cutthroat Trout,92,9
Cutthroat Trout,80,5.5
Cutthroat Trout,93,10
Cutthroat Trout,88,7
Cutthroat Trout,78,5.5
Cutthroat Trout,45,1
Cutthroat Trout,91,7.5
Cutthroat Trout,47,1
Cutthroat Trout,95,9
Cutthroat Trout,47,1
Cutthroat Trout,44,1
Cutthroat Trout,99,11.5
Cutthroat Trout,45,1
Cutthroat Trout,45,0
Cutthroat Trout,45,0
Cutthroat Trout,45,0
Cutthroat Trout,45,0
Cutthroat Trout,45,0
Cutthroat Trout,45,0
Cutthroat Trout,45,0
Cutthroat Trout,45,0
Cutthroat Trout,45,0
Cutthroat Trout,45,0
Cutthroat Trout,45,0
Cutthroat Trout,45,0
Cutthroat Trout,227,160
Cutthroat Trout,87,6.5
Cutthroat Trout,91,7.5
Cutthroat Trout,41,0.5
Cutthroat Trout,190,78
Cutthroat Trout,85,5
Cutthroat Trout,95,10
Cutthroat Trout,90,7.5
Cutthroat Trout,130,21
Cutthroat Trout,83,7
Cutthroat Trout,77,4.5
Cutthroat Trout,149,32
Cutthroat Trout,47,1
Cutthroat Trout,89,7
Cutthroat Trout,95,10
Cutthroat Trout,47,1
Cutthroat Trout,152,37.5
Cutthroat Trout,94,10
Cutthroat Trout,163,50
Cutthroat Trout,132,22.5
Cutthroat Trout,94,8
Cutthroat Trout,126,21.5
Cutthroat Trout,89,9
Cutthroat Trout,93,8
Cutthroat Trout,97,11.5
Cutthroat Trout,89,7
Cutthroat Trout,45,1
Cutthroat Trout,87,8
Cutthroat Trout,77,5.5
Cutthroat Trout,86,5.5
Cutthroat Trout,48,1
Cutthroat Trout,44,1
Cutthroat Trout,45,1
Cutthroat Trout,45,1
Cutthroat Trout,79,5.5
Cutthroat Trout,45,0
Cutthroat Trout,45,0
Cutthroat Trout,45,0
Cutthroat Trout,45,0
Cutthroat Trout,45,0
Cutthroat Trout,45,0
Cutthroat Trout,45,0
Cutthroat Trout,198,95
Cutthroat Trout,174,55
Cutthroat Trout,183,70
Cutthroat Trout,114,15
Cutthroat Trout,118,16.5
Cutthroat Trout,82,7.2
Cutthroat Trout,90,6.5
Cutthroat Trout,45,0.7
Cutthroat Trout,83,5.5
Cutthroat Trout,51,1
Cutthroat Trout,39,0.5
Cutthroat Trout,45,1
Cutthroat Trout,38,0.5
Rainbow Trout,204,109
Rainbow Trout,179,76
Rainbow Trout,220,144
Rainbow Trout,275,200
Rainbow Trout,322,408
Rainbow Trout,308,373
Rainbow Trout,262,229
Rainbow Trout,151,41
